ああっ女神さまっ,0
アイアンマン,0
あいうら,0
アイカツスターズ!,0
アイシールド21,0
愛してナイト,0
愛してるぜベイベ★★,0
愛少女ポリアンナ物語,0
愛天使伝説ウェディングピーチ,0
アイドリッシュセブン,0
アイドル天使ようこそようこ,0
アイドル伝説えり子,0
愛の学校クオレ物語,0
愛の戦士レインボーマン,0
愛の若草物語,0
あぃまぃみぃ!ストロベリー・エッグ,0
藍より青し,0
藍より青し〜縁〜,0
アウトブレイク・カンパニー,0
蒼い世界の中心で,0
青いブリンク,0
蒼き伝説シュート!,0
蒼き流星SPTレイズナー,0
青の祓魔師,0
アオハライド,0
青春×機関銃,0
赤い光弾ジリオン,0
赤髪の白雪姫,0
赤き血のイレブン,0
赤毛のアン,0
アガサ・クリスティーの名探偵ポワロとマープル,0
赤ずきんチャチャ,0
赤ちゃんと僕,0
暁のヨナ,0
あかね色に染まる坂,0
あかねさす少女,0
あかほり外道アワーらぶげ,0
アカメが斬る!,0
アキカン!,0
アキハバラ電脳組,0
亜空大作戦スラングル,0
アクセル・ワールド,0
惡の華,0
悪魔くん,0
悪魔のリドル,0
朝霧の巫女,0
あさっての方向。,0
あさりちゃん,0
あしたのジョー,0
明日のナージャ,0
あしたの勇者たち,0
あしたへアタック!,0
あしたへフリーキック,0
あずきちゃん,0
アスタロッテのおもちゃ!,0
アストロガンガー,0
明日のよいち!,0
アスラクライン,0
あそびあそばせ,0
アスラクライン2,0
アソボット戦記五九,0
あたしンち,0
アタッカーYOU!,0
アタックNo.1,0
あっちこっち,0
アニマエール!,0
アニマル横町,0
アニマル1,0
アニメ親子劇場,0
アニメガタリズ,0
アニメ三銃士,0
あの夏で待ってる,0
あの日見た花の名前を僕達はまだ知らない。,0
アパッチ野球軍,0
あはれ!名作くん,0
暴れん坊力士!!松太郎,0
アブソリュート・デュオ,0
アフロサムライ,0
アベノ橋魔法☆商店街,0
アホガール,0
甘々と稲妻,0
あまえないでよっ!!,0
あまえないでよっ!!喝!!,0
アマガミSS,0
甘城ブリリアントパーク,0
あまつき,0
雨色ココア,0
妖しのセレス,0
あらいぐまラスカル,0
アラタカンガタリ〜革神語〜,0
荒ぶる季節の乙女どもよ。,0
アリスSOS,0
アリス探偵局,0
ありふれた職業で世界最強,0
アルジェントソーマ,0
アルスラーン戦記,0
アレクサンダー戦記,0
暗殺教室,0
アンジュ・ヴィエルジュ,0
アンデス少年ペペロの冒険,0
あんハピ♪,0
あんみつ姫,0
イーグルサム,1
家なき子レミ,1
伊賀野カバ丸,1
いきなりダゴン,1
行け!稲中卓球部,1
イケてる2人,1
石田とあさくら,1
異世界かるてっと,1
異世界かるてっと2,1
異世界食堂,1
異世界チート魔術師,1
異世界はスマートフォンとともに。,1
異世界魔王と召喚少女の奴隷魔術,1
イタズラなKiss,1
苺ましまろ,1
いちばんうしろの大魔王,1
いつか天魔の黒ウサギ,1
一騎当千,1
一休さん,1
一球さん,1
一週間フレンズ。,1
一発貫太くん,1
いなかっぺ大将,1
イナズマイレブン,1
いなり、こんこん、恋いろは。,1
いぬかみっ!,1
犬神さんと猫山さん,1
犬とハサミは使いよう,1
妖狐×僕SS,1
犬夜叉,1
異能バトルは日常系のなかで,1
イノセント・ヴィーナス,1
今、そこにいる僕,1
妹さえいればいい。,1
11eyes,1
色づく世界の明日から,1
ヴァイオレット・エヴァーガーデン,2
ヴァイスクロイツ,2
ヴァンドレッド,2
ヴァンパイア騎士,2
ウィッチクラフトワークス,2
ウィッチハンターロビン,2
ヴィンランド・サガ,2
うーさーのその日暮らし,2
うえきの法則,2
上野さんは不器用,2
うさぎドロップ,2
失われた未来を求めて,2
うた∽かた,2
うたわれるもの,2
うちの3姉妹,2
うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,2
うちのメイドがウザすぎる!,2
宇宙エース,2
宇宙海賊キャプテンハーロック,2
宇宙海賊ミトの大冒険,2
宇宙兄弟,2
宇宙空母ブルーノア,2
宇宙戦艦ティラミス,2
宇宙戦艦ティラミスII,2
宇宙戦艦ヤマト,2
宇宙戦艦ヤマト2,2
宇宙戦艦ヤマトIII,2
宇宙戦艦ヤマト2199,2
宇宙船サジタリウス,2
宇宙戦士バルディオス,2
宇宙大帝ゴッドシグマ,2
宇宙の騎士テッカマン,2
宇宙の騎士テッカマンブレード,2
宇宙のステルヴィア,2
宇宙パトロールルル子,2
宇宙魔神ダイケンゴー,2
有頂天家族,2
有頂天家族2,2
うどんの国の金色毛鞠,2
うぽって!!,2
うみねこのなく頃に,2
海のトリトン,2
ウメ星デンカ,2
裏切りは僕の名前を知っている,2
浦安鉄筋家族,2
うらら迷路帖,2
浦和の調ちゃん,2
ウリクペン救助隊,2
うる星やつら,2
ウルトラB,2
ウルトラマニアック,2
エア・ギア,3
エアマスター,3
英国一家、日本を食べる,3
18if,3
エイトマン,3
エースをねらえ!,3
エガオノダイカ,3
エスパー魔美,3
エックスメン,3
エデンズボゥイ,3
えとたま,3
えむえむっ!,3
エリアの騎士,3
エル・カザド,3
エルフェンリート,3
エルフを狩るモノたち,3
エルフを狩るモノたちII,3
エルドライブ,3
エレメントハンター,3
エロマンガ先生,3
炎炎ノ消防隊,3
エンジェル・ハート,3
エンドライド,3
えんどろ?!,3
縁結びの妖狐ちゃん,3
美味しんぼ,4
黄金戦士ゴールドライタン,4
黄金勇者ゴルドラン,4
王ドロボウJING,4
桜蘭高校ホスト部,4
お〜い!竜馬,4
大江戸ロケット,4
おおかみかくし,4
オオカミさんと七人の仲間たち,4
オオカミ少女と黒王子,4
狼少年ケン,4
狼と香辛料,4
おおきく振りかぶって,4
おくさまが生徒会長!,4
おくさまは女子高生,4
奥さまは魔法少女,4
お酒は夫婦になってから,4
おじさんとマシュマロ,4
おジャ魔女どれみ,4
おじゃまんが山田くん,4
おじゃる丸,4
おしりかじり虫,4
おしりたんてい,4
織田信奈の野望,4
おちゃめ神物語コロコロポロン,4
おでんくん,4
男どアホウ甲子園,4
おにいさまへ…,4
お兄ちゃんだけど愛さえあれば関係ないよねっ,4
お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,4
お姉ちゃんが来た,4
おねがい!サミアどん,4
おねがい☆ティーチャー,4
おねがい☆ツインズ,4
新オバケのQ太郎,4
おばけのホーリー,4
おはよう!スパンク,4
お前はまだグンマを知らない,4
おまかせスクラッパーズ,4
おまかせ!みらくるキャット団,4
おまもりひまり,4
想いのかけら,4
親指トム,4
おやゆび姫物語,4
オヨネコぶーにゃん,4
俺がお嬢様学校に「庶民サンプル」としてゲッツされた件,4
俺が好きなのは妹だけど妹じゃない,4
オレカバトル,4
俺たちに翼はない,4
俺、ツインテールになります。,4
俺の妹がこんなに可愛いわけがない,4
俺の脳内選択肢が、学園ラブコメを全力で邪魔している,4
おれは直角,4
おれは鉄兵,4
俺物語!!,4
俺を好きなのはお前だけかよ,4
オレん家のフロ事情,4
終わりのセラフ,4
陰陽大戦記,4
カードキャプターさくら,5
ガーリー・エアフォース,5
ガーリッシュナンバー,5
ガールズ&パンツァー,5
ガールフレンド（仮）,5
快傑蒸気探偵団,5
かいけつゾロリ,5
ガイストクラッシャー,5
海賊王子,5
会長はメイド様!,5
海底少年マリン,5
海底超特急マリンエクスプレス,5
カイトアンサ,5
怪盗ジョーカー,5
怪盗セイント・テール,5
怪盗プライド,5
怪盗レーニャ,5
カイバ,5
怪物王女,5
カウボーイビバップ,5
ガヴリールドロップアウト,5
科学救助隊テクノボイジャー,5
科学忍者隊ガッチャマン,5
科学忍者隊ガッチャマンII,5
科学冒険隊タンサー5,5
がきデカ,5
下級生2〜瞳の中の少女たち〜,5
学園アリス,5
学園戦記ムリョウ,5
学戦都市アスタリスク,5
学園ハンサム,5
学園ベビーシッターズ,5
格闘料理伝説ビストロレシピ,5
革命機ヴァルヴレイヴ,5
かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜,5
かくりよの宿飯,5
陰からマモル!,5
賭ケグルイ,5
ガサラキ,5
樫の木モック,5
カスミン,5
風が強く吹いている,5
風の少女エミリー,5
風の聖痕,5
風まかせ月影蘭,5
刀語,5
ガタピシ,5
課長王子,5
ガッ活!,5
学級王ヤマザキ,5
がっこうぐらし!,5
合身戦隊メカンダーロボ,5
家庭教師ヒットマンREBORN!,5
彼方のアストラ,5
かなめも,5
かのこん,5
彼女がフラグをおられたら,5
歌舞伎町シャーロック,5
カブキブ!,5
神風怪盗ジャンヌ,5
神々の悪戯,5
神様家族,5
神様ドォルズ,5
神さまのいない日曜日,5
神様のメモ帳,5
神様はじめました,5
神様はじめました◎,5
かみちゃまかりん,5
かみちゅ!,5
かみなり坊やピッカリ・ビー,5
神のみぞ知るセカイ,5
仮面の忍者赤影,5
仮面のメイドガイ,5
カラオケ戦士マイク次郎,5
からかい上手の高木さん,5
からくり剣豪伝ムサシロード,5
からくりサーカス,5
ガラスの仮面ですが,5
ガラスの艦隊,5
空手バカ一代,5
かりあげクン,5
ガリレイドンナ,5
喰霊―零―,5
カレイドスター,5
彼氏彼女の事情,5
ガン×ソード,5
監督不行届,5
ガンとゴン,5
神無月の巫女,5
ガンバの冒険,5
ガンバリスト!駿,5
ガンパレード・オーケストラ,5
がんばれ!キッカーズ,5
がんばれ元気,5
がんばれゴエモン,5
ギヴン,6
機甲界ガリアン,6
機甲警察メタルジャック,6
機甲戦記ドラグナー,6
奇鋼仙女ロウラン,6
機甲創世記モスピーダ,6
きこちゃんすまいる,6
寄宿学校のジュリエット,6
機神大戦ギガンティック・フォーミュラ,6
機神咆吼デモンベイン,6
鬼神童子ZENKI,6
キズナイーバー,6
帰宅部活動記録,6
キテレツ大百科,6
機動警察パトレイバー,6
機動戦艦ナデシコ,6
機動戦士ガンダム,6
機動武闘伝Gガンダム,6
機動新世紀ガンダムX,6
機動戦士ガンダムSEED,6
機動戦士ガンダムAGE,6
ガンダムビルドファイターズ,6
ガンダムビルドファイターズトライ,6
ガンダムさん,6
ガンダムビルドダイバーズ,6
機動天使エンジェリックレイヤー,6
きまぐれオレンジ☆ロード,6
君が主で執事が俺で,6
君が望む永遠,6
君と僕。,6
君と僕。2,6
君に届け,6
君のいる町,6
鬼滅の刃,6
キャッ党忍伝てやんでえ,6
キャプテン・アース,6
キャプテン翼,6
キャプテン・フューチャー,6
ギャラリーフェイク,6
キャロル&チューズデイ,6
キャンディ・キャンディ,6
キューティーハニー,6
キューティーハニーF,6
キューティクル探偵因幡,6
救命戦士ナノセイバー,6
境界線上のホライゾン,6
境界の彼方,6
境界のRINNE,6
京四郎と永遠の空,6
京騒戯画,6
京都寺町三条のホームズ,6
今日の5の2,6
きょうふのキョーちゃん,6
強殖装甲ガイバー,6
仰天人間バトシーラー,6
狂乱家族日記,6
恐竜冒険記ジュラトリッパー,6
恐竜惑星,6
巨人の星,6
新巨人の星,6
キリンあしたのカレンダー,6
キリングバイツ,6
ギルティクラウン,6
キルラキル,6
銀色のオリンシス,6
きんいろモザイク,6
ハロー!!きんいろモザイク,6
銀河疾風サスライガー,6
銀河戦国群雄伝ライ,6
銀河旋風ブライガー,6
銀河鉄道物語,6
銀牙伝説WEED,6
銀河漂流バイファム,6
銀河漂流バイファム13,6
銀河へキックオフ!!,6
銀河烈風バクシンガー,6
ぎんぎつね,6
緊急発進セイバーキッズ,6
きんぎょ注意報!,6
銀装騎攻オーディアン,6
金田一少年の事件簿,6
金田一少年の事件簿R,6
銀魂,6
キン肉マン,6
キン肉マンII世,6
銀盤カレイドスコープ,6
吟遊黙示録マイネリーベ,6
金夜、安部礼司〜平均的サラリーマンの異常な日常〜,6
空戦魔導士候補生の教官,7
空想科学世界ガリバーボーイ,7
クオリディア・コード,7
くじびきアンバランス,7
クズの本懐,7
クッキングパパ,7
くつだる。,7
国松さまのお通りだい,7
クマのプー太郎,7
わんぱく大昔クムクム,7
海月姫,7
グラスリップ,7
グラゼニ,7
激闘!クラッシュギアTURBO,7
クラッシュギアNitro,7
暗闇三太,7
グランクレスト戦記,7
ぐらんぶる,7
グランベルム,7
グリザイアの果実,7
ぐるぐるタウンはなまるくん,7
グレートマジンガー,7
クレヨンしんちゃん,7
グロイザーX,7
黒子のバスケ,7
黒執事,7
クロスゲーム,7
クロノクルセイド,7
黒魔女さんが通る!!,7
群青のマグメル,7
けいおん!,8
けいおん!!,8
ケータイ少女,8
ゲートキーパーズ,8
ゲームセンターあらし,8
激走!ルーベンカイザー,8
墓場鬼太郎,8
血液型くん!,8
血液型くん!2,8
結界師,8
血界戦線,8
月刊少女野崎くん,8
ゲッターロボ,8
ゲッターロボG,8
ゲッターロボ號,8
月面兎兵器ミーナ,8
ケムリクサ,8
ケメコデラックス!,8
ケモノヅメ,8
けものフレンズ,8
けものフレンズ2,8
ケロケロちゃいむ,8
けろっこデメタン,8
ケロロ軍曹,8
幻影ヲ駆ケル太陽,8
げんきげんきノンタン,8
元気爆発ガンバルガー,8
げんしけん,8
ゲンジ通信あげだま,8
賢者の孫,8
ベルセルク,27
けんぷファー,8
剣勇伝説YAIBA,8
恋風,9
こいこい7,9
恋と選挙とチョコレート,9
恋は雨上がりのように,9
紅殻のパンドラ,9
鋼殻のレギオス,9
剛Q超児イッキマン,9
交響詩篇エウレカセブン,9
エウレカセブンAO,9
光速電神アルベガス,9
鋼鉄三国志,9
鋼鉄ジーグ,9
鋼鉄神ジーグ,9
甲鉄城のカバネリ,9
鋼鉄天使くるみ,9
幸腹グラフィティ,9
荒野のコトブキ飛行隊,9
荒野の少年イサム,9
ゴーゴー五つ子ら・ん・ど,9
ゴーストハント,9
コードギアス 反逆のルルーシュ,9
ゴールデンカムイ,9
ご近所物語,9
極黒のブリュンヒルデ,9
極上生徒会,9
極上!!めちゃモテ委員長,9
ごくせん,9
ゴクドーくん漫遊記,9
ココロコネクト,9
ココロ図書館,9
ご愁傷さま二ノ宮くん,9
ご注文はうさぎですか?,9
こちら葛飾区亀有公園前派出所,9
ゴッドイーター,9
ゴッドマジンガー,9
こっちむいて!みい子,9
こてんこてんこ,9
五等分の花嫁,9
琴浦さん,9
こどものおもちゃ,9
こどものじかん,9
この音とまれ!,9
この素晴らしい世界に祝福を!,9
この男子、魔法がお仕事です。,9
この中に1人、妹がいる!,9
このはな綺譚,9
この美術部には問題がある!,9
この醜くも美しい世界,9
こばと。,9
小林さんちのメイドラゴン,9
ごはんかいじゅうパップ,9
ゴブリンスレイヤー,9
コボちゃん,9
こみっくがーるず,9
こみっくパーティー,9
こみっくパーティーRevolution,9
コメット・ルシファー,9
小森さんは断れない!,9
これが私の御主人様,9
コレクター・ユイ,9
これはゾンビですか?,9
ゴルゴ13,9
殺し屋さん,9
コロッケ!,9
コンクリート・レボルティオ〜超人幻想〜,9
コンビニカレシ,9